Age,Gender,Marital_Status,Education,Location,Monthly_Income,Credit_Score,Existing_Loans,Bank_Balance,Monthly_Expense,Loan_Amount,Loan_Tenure,Interest_Rate,EMI,Missed_EMI,Credit_Inquiries,Online_Engagement_Score,Past_Application_Status,Loan_Status
61,Male,Single,Master,Semi-Urban,64500,652,4,137982,55778,1422214,60,12.25306128,38225.62941,3,3,3,Rejected,0
56,Female,Married,Master,Semi-Urban,138423,558,1,281335,26978,1908735,12,10.0877755,175106.9918,4,,93,,0
54,Male,Married,Master,Urban,20311,474,0,,53365,705181,24,8.386746692,34311.02035,,,97,,0
56,Female,Single,PhD,Semi-Urban,32952,823,1,404457,39180,398848,12,13.04448413,37572.97201,1,3,98,Approved,1
22,Female,Married,Master,Semi-Urban,97249,854,1,293978,73688,1155342,60,8.791519403,27720.04301,3,5,92,Rejected,0
35,Male,Single,High School,Urban,28186,632,2,,67723,521196,24,10.93813586,26467.26055,3,,93,Approved,0
54,Female,Married,High School,Semi-Urban,111776,675,4,159752,52464,1176556,12,10.43124683,108273.7884,4,1,48,Approved,0
56,Female,Single,High School,Urban,40681,809,2,354510,41900,807577,12,12.72121701,75859.21856,1,6,72,Approved,1
26,Male,Married,High School,Urban,60309,389,0,376642,30421,209868,48,11.79707726,6435.440842,,,72,,0
59,Female,Single,High School,Semi-Urban,66753,799,3,140637,86011,1849913,60,8.990290326,44691.26246,2,0,61,Rejected,0
62,Female,Single,Bachelor,Urban,97188,559,3,221736,98565,574392,24,12.99646242,30153.8867,1,,32,,0
32,Male,Single,High School,Urban,28976,567,1,,78628,1767158,36,12.46420629,67442.90711,3,,57,,0
23,Male,Single,Bachelor,Semi-Urban,65696,352,3,486841,43256,838640,48,11.78966468,25711.07033,4,,72,,0
38,Female,Married,Master,Semi-Urban,20461,571,2,,99049,1625495,48,7.436509705,43937.82029,0,,56,,0
60,Female,Single,Master,Semi-Urban,137140,444,1,293770,57965,107868,12,14.61118306,10302.39925,3,,49,,0
41,Female,Married,Master,Rural,102949,787,1,202105,81838,571577,24,7.253388428,27270.6,1,9,31,Rejected,1
35,Female,Single,High School,Rural,59754,709,4,337962,69472,1122119,24,13.38490238,59271.16939,4,4,36,Approved,0
53,Male,Married,Bachelor,Semi-Urban,58950,328,1,471063,50474,1357903,48,8.70274563,38137.5495,1,,45,,0
55,Female,Married,Bachelor,Urban,51674,807,3,202934,56901,1308863,36,7.013631228,44007.20756,0,4,83,Approved,1
46,Female,Divorced,Bachelor,Semi-Urban,102579,649,4,72801,5659,1888474,48,7.280175029,50800.22605,2,,87,Approved,0
28,Female,Divorced,Bachelor,Urban,125299,795,2,147882,55101,1071776,12,7.536911212,96046.23379,2,0,92,Approved,0
56,Female,Married,High School,Semi-Urban,105716,656,3,405319,21569,1481311,36,14.09052488,58541.2357,1,6,65,Approved,1
50,Male,Married,High School,Semi-Urban,52703,801,3,257644,18276,1459623,60,13.00323739,40143.57031,4,5,6,Rejected,0
43,Female,Single,Master,Rural,93333,530,3,28143,66169,1020144,24,10.97371565,51834.97514,4,,64,,0
62,Male,Married,Master,Rural,146103,840,2,208048,66873,537097,24,14.27501218,28768.26351,2,0,98,Approved,0
64,Male,Divorced,Bachelor,Semi-Urban,57928,420,4,76018,17205,1640000,60,11.35276055,42848.77275,3,,15,,0
34,Male,Single,High School,Urban,129686,476,4,373813,45210,526969,60,9.624440153,13009.30134,4,,95,,0
34,Male,Married,Bachelor,Semi-Urban,21625,646,3,,82946,1087580,36,7.048662423,36598.87579,3,,15,Rejected,0
22,Male,Single,High School,Urban,98146,443,1,150595,86319,866561,24,13.38886576,45775.26575,4,,42,,0
57,Female,Married,PhD,Rural,35141,636,1,365885,15279,1971305,12,14.73197831,188476.4354,3,,9,Approved,0
25,Male,Single,Master,Semi-Urban,39688,568,3,453561,12203,716171,24,8.209385008,34739.89456,1,,66,,0
58,Male,Married,High School,Semi-Urban,88645,351,1,194457,69854,1857452,36,14.78519936,74481.554,0,,74,,0
61,Male,Married,High School,Urban,123707,836,2,7224,11326,879694,48,8.841785402,24808.67964,2,1,61,Approved,0
34,Female,Divorced,Bachelor,Urban,135962,535,4,135984,39347,1298139,36,11.57019808,48575.85447,4,,61,,0
59,Male,Married,High School,Semi-Urban,125225,680,2,180895,88173,144594,60,8.495825842,3433.604535,1,1,37,Approved,1
45,Female,Married,Master,Urban,47799,790,3,258597,63283,891361,36,9.217251107,31606.60958,1,3,27,Rejected,1
40,Male,Single,Master,Urban,116061,742,1,290710,31992,697861,48,14.90583268,23207.27025,4,6,29,Approved,0
22,Male,Single,High School,Urban,132231,759,3,172633,26164,1618762,36,10.24545965,58786.41174,2,1,64,Rejected,0
59,Female,Single,High School,Rural,42195,367,2,291351,91996,1060791,12,9.594389166,96880.61806,1,,98,,0
26,Female,Single,Master,Semi-Urban,96143,417,4,146969,81517,1253377,60,11.82819229,33243.9368,1,,12,,0
37,Female,Single,Bachelor,Semi-Urban,27238,728,0,,5509,1771565,48,7.434289577,47882.87685,,1,96,Approved,0
45,Male,Married,Bachelor,Urban,146166,371,3,109448,42566,1940918,36,8.595565247,67817.12831,0,,50,,0
48,Female,Married,High School,Urban,85750,883,3,66690,91785,1042617,12,14.55107122,99527.41185,3,7,90,Rejected,0
22,Female,Married,High School,Urban,149943,584,3,388370,75370,1264690,24,13.93718746,67383.93467,1,,47,,0
55,Female,Single,Bachelor,Semi-Urban,62846,814,3,122414,50384,1107520,36,10.81032682,40741.65541,4,0,10,Approved,0
57,Female,Single,Bachelor,Rural,74129,522,4,153937,37243,199320,36,13.04615371,7703.632798,2,,12,,0
25,Female,Married,High School,Urban,59163,579,4,472080,99048,1431485,24,9.657880691,71166.13445,2,,56,,0
21,Male,Single,High School,Urban,72273,533,2,460284,33334,92760,24,13.30269233,4893.298117,2,,39,,0
60,Female,Single,Bachelor,Urban,58638,814,0,299566,96996,974969,12,11.70190715,90754.91392,,9,65,Approved,0
32,Male,Single,Master,Semi-Urban,81397,301,3,243992,68002,1403398,48,7.650342296,38184.5209,1,,8,,0
56,Female,Single,High School,Rural,72954,844,2,482410,29640,221304,36,11.67897161,8301.169278,2,1,49,Approved,0
43,Female,Single,Master,Semi-Urban,28101,333,4,,57179,1799233,60,10.29382239,45421.37078,1,,37,,0
51,Male,Single,High School,Semi-Urban,84324,337,1,46929,46657,1650575,36,10.15848645,59822.09203,2,,77,,0
31,Male,Single,Bachelor,Urban,60849,426,4,71547,80993,1844224,48,12.00945189,56878.0995,0,,12,,0
30,Male,Married,Master,Semi-Urban,46567,447,4,429096,17235,840739,24,8.977264031,41320.40499,0,,15,,0
23,Male,Single,Bachelor,Urban,106370,460,1,223190,19021,571711,12,12.22010361,53464.55638,2,,30,,0
34,Female,Single,High School,Urban,26127,344,1,,53049,1845920,36,13.9225953,72692.21982,0,,3,,0
36,Male,Divorced,High School,Urban,135376,795,2,464455,55952,1178559,24,13.61804249,62481.34712,3,0,63,Approved,0
30,Female,Married,High School,Urban,92720,359,0,70224,39423,1538203,48,11.40635672,46666.9726,,,97,,0
49,Female,Single,Master,Urban,47595,749,0,312656,14398,52433,60,12.29200663,1410.97232,,0,56,Rejected,1
30,Female,Divorced,High School,Semi-Urban,103318,311,4,295074,5675,96622,60,8.010944669,2255.39458,0,,51,,0
32,Male,Single,High School,Urban,35590,436,1,444957,12571,792350,60,9.744249466,19639.88005,0,,84,,0
50,Male,Single,High School,Rural,111733,566,4,274926,89873,1205895,24,8.039431567,58324.55027,4,,8,,0
61,Male,Divorced,Bachelor,Rural,54677,448,0,169521,96785,1210966,36,13.47165675,47232.70968,,,58,,0
21,Female,Married,Master,Urban,103764,446,0,450311,99366,473996,24,12.65800581,24749.70344,,,31,,0
25,Male,Single,High School,Urban,38427,794,3,307516,17371,820337,48,9.557858305,23624.24151,2,6,61,Pending,0
40,Male,Married,Bachelor,Semi-Urban,34213,550,0,267751,96096,67575,48,13.66544674,2177.347969,,,86,,0
28,Female,Married,High School,Rural,74109,488,3,472559,10036,187588,36,12.47754608,7161.309372,2,,14,,0
63,Male,Single,Bachelor,Urban,122081,428,4,394200,24742,281727,60,10.40553598,7138.383697,4,,55,,0
32,Female,Single,High School,Rural,24740,539,2,,15990,218596,48,12.20203668,6776.847009,0,,86,,0
21,Male,Single,High School,Semi-Urban,90529,677,0,119605,71536,263363,60,12.27511103,7083.391721,,5,39,Approved,0
40,Male,Divorced,Bachelor,Rural,106717,499,3,248438,49296,1125532,12,7.395493854,100730.8875,2,,95,,0
48,Male,Single,Master,Rural,97922,741,2,350997,91000,1449856,60,13.43069291,40391.40891,4,4,48,Approved,0
63,Male,Married,Master,Urban,127396,649,2,283302,33631,496322,24,12.66555794,25918.57921,1,,59,Approved,0
57,Male,Single,Bachelor,Urban,133054,420,4,450639,32308,758969,24,8.122464079,36760.95703,1,,10,,0
57,Female,Single,High School,Urban,96880,340,1,441620,14677,1115089,12,12.90069055,104911.9318,1,,46,,0
32,Male,Married,High School,Urban,21726,451,2,,38223,1471127,36,14.31995951,58420.03812,4,,45,,0
57,Male,Married,Bachelor,Semi-Urban,87546,470,4,487302,15864,843107,12,12.04797627,78723.69427,1,,53,,0
64,Male,Single,Master,Rural,71422,636,1,336547,41698,738274,24,14.69576273,39802.66628,1,,3,Approved,0
48,Male,Single,PhD,Rural,35090,673,2,174091,54020,1366732,24,10.20446767,68569.47709,3,1,51,Approved,0
35,Male,Married,Bachelor,Urban,39785,393,4,257527,35953,424909,24,11.38205179,21734.82187,2,,5,,0
26,Male,Single,Bachelor,Urban,66411,415,4,19108,59452,577344,36,13.98479478,22765.6978,2,,61,,0
64,Male,Single,Bachelor,Semi-Urban,117397,749,3,439281,85349,1194477,36,9.97205539,43106.07567,4,8,70,Approved,0
40,Female,Married,Bachelor,Urban,50225,517,4,237811,73977,691811,60,7.047057871,15592.87679,3,,36,,0
34,Female,Married,Bachelor,Urban,136850,459,2,198866,66517,1900654,48,7.436348915,51375.23026,2,,11,,0
22,Male,Single,High School,Rural,42732,518,2,138023,49007,1490753,48,12.56193944,46662.97826,2,,68,,0
29,Female,Married,High School,Rural,55256,724,0,412286,97839,1858272,24,12.19731383,96316.2723,,2,99,Rejected,1
57,Male,Divorced,High School,Rural,30951,310,2,206770,47809,872486,48,13.41579407,27931.03542,4,,20,,0
40,Female,Single,Bachelor,Urban,58754,415,1,64277,47193,1139904,48,7.761166932,31120.48769,1,,61,,0
46,Male,Married,Bachelor,Semi-Urban,96150,573,0,476102,25428,420404,12,13.12073376,39630.3408,,,35,,0
49,Male,Single,Master,Semi-Urban,136715,801,4,343690,37431,269522,36,13.19367647,10450.04395,2,3,10,Approved,0
21,Female,Single,Master,Urban,117597,307,0,47232,74171,857794,48,13.46027998,27492.49784,,,61,,0
55,Male,Single,PhD,Rural,123166,582,1,73550,54393,1123621,12,7.376796196,100542.3526,3,,72,,0
26,Female,Single,High School,Urban,124835,509,0,29283,8395,1294298,60,13.69103562,36338.53336,,,13,,0
57,Male,Married,Bachelor,Semi-Urban,53725,813,1,159093,95403,1190482,60,14.01132946,33741.56294,1,4,47,Approved,1
25,Male,Single,Bachelor,Semi-Urban,79693,892,4,450869,33281,479996,60,11.64301018,12657.09859,3,9,36,Pending,0
53,Male,Married,Master,Urban,74086,601,0,463720,95366,1190791,60,14.69544686,34429.18822,,,30,Approved,0
34,Male,Single,High School,Semi-Urban,127412,497,2,431705,67423,1774135,48,11.1196806,53400.99129,1,,33,,0
32,Female,Single,High School,Urban,117083,688,2,42852,49802,1291142,36,13.51241463,50403.7606,1,4,58,Approved,1
62,Male,Married,Bachelor,Semi-Urban,73932,725,1,229852,5786,1009386,24,8.421329159,49141.39313,1,6,53,Approved,1
40,Female,Married,PhD,Semi-Urban,56715,670,1,298793,97646,1063632,24,10.11522055,53283.72688,0,6,25,Approved,1
44,Female,Married,Master,Semi-Urban,67182,771,1,465254,20280,354326,24,10.31412529,17809.0523,3,6,16,Rejected,0
63,Male,Married,Bachelor,Rural,28673,457,4,,71184,438228,12,9.845893474,40114.62184,3,,4,,0
54,Male,Single,Master,Urban,59573,351,1,47509,84317,1622323,12,7.890670648,145861.2637,0,,79,,0
45,Female,Married,High School,Urban,132832,764,2,444825,45185,636451,60,10.21748555,16026.62408,2,9,99,Rejected,0
49,Female,Single,Bachelor,Rural,69413,602,2,491389,99357,753921,12,14.60685201,72003.7604,4,,68,Rejected,0
59,Male,Married,Master,Semi-Urban,146784,847,1,380212,6718,73811,48,11.57734365,2249.841927,0,9,30,Approved,1
51,Female,Divorced,High School,Rural,125042,881,3,266804,87319,591005,36,14.70152277,23657.36678,3,5,5,Approved,0
63,Female,Single,High School,Urban,56735,699,1,133869,90623,1148729,36,12.57833479,43950.05384,2,1,24,Approved,0
43,Female,Single,Master,Semi-Urban,74170,882,3,220513,47439,556002,12,10.281621,51097.33487,2,8,64,Approved,0
64,Male,Married,Bachelor,Rural,71081,313,0,137248,72567,566376,60,9.54567995,13944.97002,,,9,,0
58,Female,Married,PhD,Rural,149150,709,0,193981,45100,299488,36,7.790561208,10263.42744,,4,7,Rejected,0
40,Female,Single,High School,Rural,78550,756,2,212489,87458,1856823,24,10.69500024,93916.56035,4,4,15,Approved,0
43,Female,Divorced,Bachelor,Urban,31725,440,0,140200,89130,1835760,48,13.64727255,59122.59754,,,91,,0
36,Female,Married,Bachelor,Urban,143553,796,0,244403,63445,60427,12,8.091014932,5443.013133,,1,33,Approved,0
62,Male,Single,Master,Urban,101448,835,0,444253,46523,1233648,12,14.41558552,117623.7985,,5,63,Approved,0
28,Male,Single,High School,Urban,31423,854,4,78514,43250,1035197,12,12.53099501,97076.45704,1,4,52,Rejected,1
41,Female,Married,Bachelor,Urban,120802,688,4,333122,18461,1795819,48,12.72616727,56457.80664,0,9,50,Pending,1
21,Female,Single,High School,Rural,25682,588,1,,56861,583904,48,11.9095575,17959.69855,0,,33,,0
28,Female,Single,Master,Semi-Urban,86669,796,3,297775,21202,1255935,12,8.839924014,113913.225,2,3,32,Rejected,0
49,Male,Married,High School,Rural,118383,458,2,464092,91623,961988,48,9.26812492,27471.2708,3,,69,,0
52,Male,Married,High School,Rural,74694,820,4,489279,63842,1624878,24,14.52052038,87364.97843,4,2,11,Approved,0
58,Female,Married,Bachelor,Urban,84736,540,4,109833,46235,1626331,36,11.32697985,60527.04317,3,,32,,0
25,Female,Single,Bachelor,Urban,60452,334,2,395878,69545,362537,60,9.620076148,8948.644622,2,,7,,0
42,Male,Married,High School,Urban,57689,819,4,308365,81882,59970,48,7.175452818,1607.968255,1,1,87,Approved,1
54,Female,Divorced,High School,Semi-Urban,58800,444,2,499133,82629,1323346,24,10.23057989,66421.58081,1,,33,,0
21,Female,Single,Master,Urban,139190,891,1,389453,94865,1422865,24,7.790072423,68522.89283,2,4,21,Rejected,0
46,Male,Married,High School,Semi-Urban,129017,319,1,454756,42772,1535647,12,8.637846555,139024.486,2,,58,,0
63,Male,Divorced,High School,Urban,82637,774,0,249118,45306,1773571,60,12.70615175,48338.90189,,8,63,Approved,0
30,Male,Married,High School,Urban,66703,547,2,183286,10723,623131,36,7.506698993,21207.24182,4,,76,,0
50,Male,Married,PhD,Urban,83878,633,2,109505,86151,67724,48,7.064906316,1809.636429,3,,20,Approved,0
38,Male,Single,High School,Semi-Urban,109192,321,1,284905,25571,788430,48,11.53340206,24003.35849,4,,95,,0
37,Female,Married,Master,Rural,54877,737,4,36460,96023,1882053,12,11.88443622,175477.0324,0,6,97,Rejected,1
46,Male,Married,Master,Rural,42534,882,2,127758,7320,909277,24,8.639092567,44432.64848,0,0,28,Rejected,1
28,Male,Married,Bachelor,Rural,149550,758,2,415226,76719,687768,60,14.66937975,19870.40831,0,3,70,Approved,1
60,Male,Divorced,High School,Urban,26268,508,4,,41144,896460,36,13.47618458,34969.05035,1,,72,,0
32,Male,Single,Bachelor,Semi-Urban,79293,888,1,430205,71023,1275805,24,9.10593028,62839.70115,1,7,3,Approved,1
47,Male,Single,Master,Urban,58419,670,2,303158,77253,428946,36,14.76353693,17192.46676,2,1,89,Approved,0
28,Male,Single,Master,Urban,34274,380,2,418945,77466,94273,36,10.05121745,3408.326463,0,,92,,0
45,Female,Married,Master,Semi-Urban,149877,547,4,194307,9656,877908,60,7.770795316,20316.83615,4,,79,,0
24,Male,Single,High School,Urban,58255,751,0,450999,36093,540302,24,11.11829579,27518.61454,,0,39,Approved,1
53,Female,Married,Bachelor,Urban,83797,458,4,133989,58029,1772426,60,13.86364929,50017.34371,4,,59,,0
21,Female,Single,High School,Urban,66513,640,4,99082,27609,1828489,12,8.906889157,165945.874,1,,9,Rejected,0
39,Male,Single,Bachelor,Rural,32102,440,0,360662,31404,1543172,12,12.4206084,144570.2793,,,34,,0
51,Male,Single,Bachelor,Semi-Urban,129150,412,2,192847,30614,550424,12,12.1804388,51455.67154,0,,95,,0
36,Female,Married,High School,Urban,114640,328,0,358054,60607,273867,36,10.55020512,10015.21085,,,38,,0
34,Female,Married,High School,Rural,75032,762,3,367390,72462,1921565,24,10.76030157,97295.72408,1,7,55,Approved,1
25,Female,Divorced,High School,Rural,76113,716,0,338006,96250,124283,48,11.17288767,3746.395832,,1,96,Approved,0
61,Male,Married,Bachelor,Rural,36642,422,1,131425,45867,140726,48,7.703861706,3835.236369,1,,14,,0
46,Female,Single,Master,Semi-Urban,40341,662,2,344434,15991,1815999,12,9.206592771,165265.8861,2,9,38,Rejected,0
48,Male,Single,Bachelor,Urban,74890,806,3,270392,66013,1217728,12,8.34405779,109944.6607,2,0,80,Approved,0
22,Male,Divorced,Master,Urban,51167,888,3,208556,24446,841623,48,9.843960748,24437.89898,0,9,10,Approved,1
26,Female,Married,High School,Urban,73494,811,0,13540,92972,986905,12,13.70963559,93517.17326,,4,64,Approved,0
29,Male,Single,High School,Rural,90189,807,3,393463,93645,1042154,12,11.27644589,96639.32766,4,2,18,Approved,0
53,Male,Married,High School,Semi-Urban,58736,846,2,10650,80303,1617245,12,10.05372214,148319.8599,4,5,64,Pending,0
61,Female,Single,Bachelor,Urban,108946,457,2,38864,58648,113594,12,13.40616647,10735.21673,0,,58,,0
45,Female,Single,Bachelor,Semi-Urban,116149,792,4,196487,62216,1893462,36,11.39232607,70571.94709,4,7,27,Approved,0
33,Male,Single,Master,Semi-Urban,39891,498,4,49575,44105,1185732,12,8.974934472,107679.2225,1,,75,,0
29,Female,Married,Bachelor,Rural,133700,476,1,352581,25265,185108,48,8.541942784,5174.068287,4,,97,,0
33,Male,Single,Bachelor,Urban,109724,507,0,499355,36276,1118351,24,14.88533561,60470.4833,,,37,,0
51,Female,Single,High School,Semi-Urban,135771,880,3,196211,81205,937137,60,7.77397434,21690.01583,1,8,20,Approved,1
61,Female,Single,High School,Urban,60898,433,4,33987,34552,927343,48,14.38959816,30439.72344,1,,3,,0
31,Female,Single,High School,Urban,28623,814,2,,93118,1281263,24,12.50983241,66742.94617,2,0,85,Rejected,0
24,Female,Married,Bachelor,Semi-Urban,63421,608,3,440361,23929,67629,48,8.880763457,1909.435127,0,,76,Rejected,0
54,Male,Single,Bachelor,Urban,144119,821,0,53180,41628,1877218,12,10.34292884,172614.7768,,1,49,Rejected,0
58,Female,Single,High School,Semi-Urban,95360,835,3,490552,94476,1989787,48,13.6900676,64154.16129,3,0,8,Rejected,0
24,Male,Divorced,Bachelor,Urban,119114,411,3,493256,12929,390789,12,10.21783113,35893.26334,3,,96,,0
58,Male,Single,Bachelor,Rural,91817,716,1,399662,35037,1504352,60,9.388221681,36841.85839,0,6,72,Approved,1
39,Female,Single,High School,Rural,97126,809,0,212967,14895,1085056,48,8.412564904,30212.08669,,9,15,Rejected,1
26,Female,Single,Bachelor,Urban,129519,639,3,412619,94430,919130,48,7.602182773,24971.37021,4,,3,Approved,0
54,Female,Married,Master,Semi-Urban,126335,577,2,389181,42369,1076650,60,14.52811343,30978.9111,4,,87,,0
38,Female,Married,High School,Urban,135713,779,2,185078,37248,519016,36,12.32680563,19748.6189,0,2,52,Rejected,1
33,Female,Single,Bachelor,Semi-Urban,85095,521,1,342814,63304,1032013,24,8.791211693,50561.07896,0,,75,,0
61,Male,Married,High School,Urban,44526,559,4,215685,91284,1378556,60,11.38404432,36053.8855,1,,62,,0
43,Female,Married,Master,Urban,111631,478,0,150342,27615,1410676,48,14.05975961,45917.22121,,,86,,0
39,Male,Married,Master,Rural,98658,815,3,141120,64224,244043,12,11.21075081,22616.83772,4,3,54,Approved,0
31,Male,Single,Bachelor,Urban,50163,330,1,425092,6386,1220186,24,9.317037041,60314.84847,4,,7,,0
21,Male,Single,High School,Semi-Urban,23297,740,2,,50531,1078139,60,9.256909555,26285.84601,1,1,68,Pending,0
44,Male,Married,Bachelor,Urban,27406,500,3,,89035,1444915,48,7.261515461,38845.95634,3,,18,,0
27,Female,Married,High School,Semi-Urban,93901,329,2,170939,97931,1538727,36,7.176326791,51944.42316,4,,48,,0
45,Female,Married,High School,Urban,74644,544,3,135146,10436,1255743,24,10.60940499,63424.86337,3,,56,,0
41,Male,Single,Bachelor,Urban,51912,772,0,382979,61889,1211572,24,10.71391701,61299.40155,,7,45,Approved,0
35,Male,Single,High School,Urban,66083,799,2,312090,99049,122873,48,12.73909608,3864.263294,1,1,92,Rejected,1
21,Female,Married,High School,Urban,139382,466,1,396700,58789,510626,60,14.83818803,14824.40383,2,,96,,0
